ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup		Name	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
263	PE-PIN	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
264	PE-PIN	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
265	PE-PIN	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Degraded_soils	NA	NA	NA	1	3	4	4	NA	NA	NA	11	4	NA	NA	1	Amazon	Tropics	High
266	CO-GUA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Increased_soil_removal	2	3	2	4	3	2	1	NA	NA	NA	6	1	4	1	5	LatAm	Tropics	High
267	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Compacted_soils	2	3	2	4	3	2	1	NA	NA	NA	6	1	4	1	5	LatAm	Tropics	High
268	CO-GUA	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(fish)	3	3	2	1	3	3	2	NA	NA	NA	8	2	1	1	4	LatAm	Tropics	High
269	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Loss_of_nutrients	2	2	1	1	2	3	3	NA	NA	NA	8	2	4	1	4	LatAm	Tropics	High
270	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	2	3	2	4	3	3	2	NA	NA	NA	8	2	4	3	4	LatAm	Tropics	High
271	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Loss_of_organic_soil_horizon	1	2	3	4	3	3	3	NA	NA	NA	9	3	3	3	3	LatAm	Tropics	High
272	CO-GUA	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Increased_aquatic_vegetation	3	3	2	2	3	3	3	NA	NA	NA	9	3	3	1	3	LatAm	Tropics	High
273	CO-GUA	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_agricultural_production_	2	2	2	1	2	3	4	NA	NA	NA	9	3	3	1	3	LatAm	Tropics	High
274	CO-GUA	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	1	3	4	2	3	3	4	NA	NA	NA	10	3	4	4	2	LatAm	Tropics	High
275	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Reduced_soil_humidity	4	4	4	1	4	3	3	NA	NA	NA	10	3	4	1	2	LatAm	Tropics	High
276	CO-GUA	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Loss_of_connectivity_(between_water_sources)	3	2	3	1	3	3	4	NA	NA	NA	10	3	2	1	2	LatAm	Tropics	High
277	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Depletion_of_underground_aquifers	2	3	4	1	4	2	4	NA	NA	NA	10	3	4	2	2	LatAm	Tropics	High
278	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Variation_of_surface_water_levels	3	3	3	2	3	3	4	NA	NA	NA	10	3	3	1	2	LatAm	Tropics	High
279	CO-GUA	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Change_in_forest_structure_and_composition	3	3	3	1	3	3	4	NA	NA	NA	10	3	3	1	2	LatAm	Tropics	High
280	CO-GUA	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_forest_area_(dry_forest)	3	2	2	1	3	3	4	NA	NA	NA	10	3	3	1	2	LatAm	Tropics	High
281	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Increase_of_flooded_area	2	3	4	1	4	3	4	NA	NA	NA	11	4	2	1	1	LatAm	Tropics	High
282	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Salinization	2	3	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	LatAm	Tropics	High
283	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changes_of_the_chemical_composition_of_underground_water	3	3	4	1	4	4	3	NA	NA	NA	11	4	3	4	1	LatAm	Tropics	High
284	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changes_of_the_chemical_composition_of_water	3	3	4	1	4	3	4	NA	NA	NA	11	4	3	1	1	LatAm	Tropics	High
285	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Increased_sediment_loads_in_water_bodies	4	4	3	1	4	3	4	NA	NA	NA	11	4	4	1	1	LatAm	Tropics	High
286	CO-GUA	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Decrease_of_genetic_diversity	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	3	1	LatAm	Tropics	High
287	CO-GUA	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	3	3	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	LatAm	Tropics	High
288	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eutrophication	3	3	2	1	3	4	4	NA	NA	NA	11	4	2	2	1	LatAm	Tropics	High
289	CO-GUA	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Salinization	2	4	4	1	4	3	4	NA	NA	NA	11	4	4	1	1	LatAm	Tropics	High
290	CO-GUA	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation	4	3	3	2	4	4	3	NA	NA	NA	11	4	3	2	1	LatAm	Tropics	High
291	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LatAm	Tropics	High
292	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(organically)	3	3	3	1	3	1	1	NA	NA	NA	5	1	1	1	6	LatAm	Tropics	High
293	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation	3	3	3	1	3	2	2	NA	NA	NA	7	2	2	2	4	LatAm	Tropics	High
294	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowered_water_levels	2	3	3	1	3	3	1	NA	NA	NA	7	2	3	2	4	LatAm	Tropics	High
295	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(chemically)	2	3	3	2	3	2	2	NA	NA	NA	7	2	2	1	4	LatAm	Tropics	High
296	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	2	2	2	1	2	3	2	NA	NA	NA	7	2	2	2	4	LatAm	Tropics	High
297	CO-TOL	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	2	3	3	1	3	3	2	NA	NA	NA	8	2	3	2	3	LatAm	Tropics	High
298	CO-TOL	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Displacement_of_native_species	2	2	3	1	3	3	2	NA	NA	NA	8	2	3	2	3	LatAm	Tropics	High
299	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Reduced_soil_humidity	2	3	3	1	3	3	2	NA	NA	NA	8	2	3	3	3	LatAm	Tropics	High
300	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_primary_production	2	2	3	1	3	3	2	NA	NA	NA	8	2	3	3	3	LatAm	Tropics	High
301	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	3	3	3	2	3	3	2	NA	NA	NA	8	2	3	2	3	LatAm	Tropics	High
302	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Loss_of_resilience	3	4	3	1	4	3	2	NA	NA	NA	9	3	3	3	2	LatAm	Tropics	High
303	CO-TOL	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_ecosystems	2	3	4	2	4	3	2	NA	NA	NA	9	3	2	1	2	LatAm	Tropics	High
304	CO-TOL	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Simplification_of_habitats_and_structural_complexity_	3	3	4	2	4	3	2	NA	NA	NA	9	3	3	1	2	LatAm	Tropics	High
305	CO-TOL	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Desertification	3	3	4	2	4	3	2	NA	NA	NA	9	3	3	2	2	LatAm	Tropics	High
306	CO-TOL	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Increased_UV_levels	4	3	3	1	4	3	4	NA	NA	NA	11	4	4	1	1	LatAm	Tropics	High
307	GE-DED	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Salinization	2	2	1	3	2	2	2	NA	NA	NA	6	1	2	3	6	World	Temperate	High
308	GE-DED	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Decrease_of_prey_population	3	3	3	2	3	3	1	NA	NA	NA	7	2	3	1	5	World	Temperate	High
309	GE-DED	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Increase_of_population_of_mice_	3	2	2	2	3	2	2	NA	NA	NA	7	2	3	3	5	World	Temperate	High
310	GE-DED	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_species_composition	4	1	2	1	3	2	2	NA	NA	NA	7	2	3	4	5	World	Temperate	High
311	GE-DED	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Forest_withering	3	1	2	1	2	3	3	NA	NA	NA	8	2	3	3	4	World	Temperate	High
312	GE-DED	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Forest_dieback	1	1	3	1	2	3	3	NA	NA	NA	8	2	3	4	4	World	Temperate	High
313	GE-DED	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	1	1	4	1	3	2	3	NA	NA	NA	8	2	3	4	4	World	Temperate	High
314	GE-DED	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Loss_of_nutrients	3	2	2	1	3	2	3	NA	NA	NA	8	2	1	1	4	World	Temperate	High
315	GE-DED	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Drying_up_of_rivers_and_lakes	3	2	1	2	2	3	3	NA	NA	NA	8	2	3	3	4	World	Temperate	High
316	GE-DED	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitat	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	2	3	World	Temperate	High
317	GE-DED	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	3	3	3	2	3	3	3	NA	NA	NA	9	3	1	1	3	World	Temperate	High
318	GE-DED	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_agricultural_production_	2	3	3	1	3	3	4	NA	NA	NA	10	3	3	2	2	World	Temperate	High
319	GE-DED	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Decrease_of_quality_of_pasture_areas_	3	3	2	1	3	3	4	NA	NA	NA	10	3	2	3	2	World	Temperate	High
320	GE-DED	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Reduction_of_pasture_areas_	3	3	2	1	3	3	4	NA	NA	NA	10	3	2	3	2	World	Temperate	High
321	GE-DED	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Desertification	3	3	3	1	3	3	4	NA	NA	NA	10	3	3	4	2	World	Temperate	High
322	GE-DED	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Degraded_soils	4	3	3	1	4	3	4	NA	NA	NA	11	4	3	3	1	World	Temperate	High
323	GE-TUS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(animals)	1	2	3	4	3	1	1	NA	NA	NA	5	1	2	1	6	World	Temperate	High
324	GE-TUS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_forest_area_(birch_forest)	1	1	2	3	2	2	1	NA	NA	NA	5	1	2	2	6	World	Temperate	High
325	GE-TUS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes	1	2	3	3	3	1	1	NA	NA	NA	5	1	2	2	6	World	Temperate	High
326	GE-TUS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_pasture_area	1	2	3	2	3	2	1	NA	NA	NA	6	1	3	2	5	World	Temperate	High
327	GE-TUS	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Drying_of_pine_forest_(Pinus_kochiana)	1	2	3	1	3	1	2	NA	NA	NA	6	1	3	2	5	World	Temperate	High
328	GE-TUS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Lack_of_nutrients	3	2	4	1	4	2	1	NA	NA	NA	7	2	3	3	4	World	Temperate	High
329	GE-TUS	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Succession/encroachment_of_trees_on_alpine_meadows	1	3	2	1	2	3	3	NA	NA	NA	8	2	2	2	3	World	Temperate	High
330	GE-TUS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Decrease_of_forest_area	2	3	2	3	3	2	3	NA	NA	NA	8	2	2	1	3	World	Temperate	High
331	GE-TUS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water	2	2	4	1	3	3	2	NA	NA	NA	8	2	2	2	3	World	Temperate	High
332	GE-TUS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Polluted_soils	2	3	2	4	3	2	3	NA	NA	NA	8	2	3	2	3	World	Temperate	High
333	GE-TUS	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduction_of_agricultural_production_	2	3	3	1	3	3	3	NA	NA	NA	9	3	2	3	2	World	Temperate	High
334	GE-TUS	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Decrease_of_tree_species_(rare_species)	1	2	3	1	3	3	3	NA	NA	NA	9	3	3	2	2	World	Temperate	High
335	GE-TUS	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Disruption_of_the_seasonality_	4	3	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	World	Temperate	High
336	GE-TUS	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Hydric_stress_	4	3	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	World	Temperate	High
337	GE-TUS	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermic_stress_	4	3	4	1	4	3	4	NA	NA	NA	11	4	4	2	1	World	Temperate	High
338	NA-OKF	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
339	NA-OKF	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Lowered_water_table	2	2	2	2	2	2	3	NA	NA	NA	7	2	4	2	6	World	Tropics	Medium
340	NA-OKF	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_primary_production_(forests)	3	2	2	1	3	2	3	NA	NA	NA	8	2	4	1	5	World	Tropics	Medium
341	NA-OKF	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Eroded_soils	2	2	4	1	3	2	4	NA	NA	NA	9	3	2	1	4	World	Tropics	Medium
342	NA-OKF	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Siltation_of_pools	3	3	4	2	4	3	3	NA	NA	NA	10	3	3	2	3	World	Tropics	Medium
343	NA-OKF	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_plant_density	2	4	4	2	4	2	4	NA	NA	NA	10	3	2	1	3	World	Tropics	Medium
344	NA-OKF	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Short_growing_season	4	1	1	1	2	4	4	NA	NA	NA	10	3	4	1	3	World	Tropics	Medium
345	NA-OKF	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Water_logging_	4	2	3	1	3	3	4	NA	NA	NA	10	3	4	2	3	World	Tropics	Medium
346	NA-OKF	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Reduced_population_sizes_(game_and_fish_species)	4	3	4	2	4	3	4	NA	NA	NA	11	4	2	1	2	World	Tropics	Medium
347	NA-OKF	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Reduced_productivity_of_grasslands_and_crop_fields	3	4	4	2	4	3	4	NA	NA	NA	11	4	4	1	2	World	Tropics	Medium
348	NA-OKF	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_forests	3	3	4	2	4	3	4	NA	NA	NA	11	4	4	1	2	World	Tropics	Medium
349	NA-OKF	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Water_dries_up_fast	3	3	4	2	4	3	4	NA	NA	NA	11	4	3	1	2	World	Tropics	Medium
350	NA-OKF	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Decreased_quality_of_water	3	3	4	2	4	3	4	NA	NA	NA	11	4	2	1	2	World	Tropics	Medium
351	NA-OKF	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Siltation_of_the_river	4	4	4	4	4	4	4	NA	NA	NA	12	4	3	2	1	World	Tropics	Medium
352	NA-OKF	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Poor_infiltration_	3	4	4	1	4	4	4	NA	NA	NA	12	4	4	1	1	World	Tropics	Medium
353	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_of_characteristics_of_forest_habitats	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
354	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Natural_ecosystem_dynamic_is_changed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
355	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.4	Fragmentation	Fragmentation_of_forests	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
356	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Creation_of_new_habitats_and_ecological_niches_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	World	Temperate	High
357	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Unbalanced_population_age_structure_(Less_very_old_trees)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
358	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Keystone_species_influence_(beavers_etc.)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
359	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_in_tree_species_composition_(less_deciduous_trees)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
360	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_structural_and_species_diversity__(of_forests)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
361	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_of_numbers/_composition_of_species_(regulators_and_pests)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
362	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Conditions_for_reforestation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
363	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Formation_of_new_habitat_for_diversity_of_flora_&_fauna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	World	Temperate	High
364	RU-FCS	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Extinction_of_mammoths_and_other_giant_animals	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
365	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Change_of_population_size	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	World	Temperate	High
366	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Heterogeneity_of_breed_and_species_composition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Temperate	High
367	RU-FCS	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Disturbance_of_(big)_animals	1	2	1	3	2	1	2	NA	NA	NA	5	1	2	2	5	World	Temperate	High
368	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Decreased_forest_density	2	2	2	3	2	1	2	NA	NA	NA	5	1	2	1	5	World	Temperate	High
369	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.3	Energy_flow	Deceleration_of_forest_growth	2	1	1	3	2	1	2	NA	NA	NA	5	1	2	3	5	World	Temperate	High
370	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.1	Synecological_interactions	Migration_routes_disrupted/disturbed	2	3	4	4	4	1	1	NA	NA	NA	6	1	3	2	4	World	Temperate	High
371	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Growth_of_moose_populations_-_elimination_of_plants	1	1	1	1	1	3	2	NA	NA	NA	6	1	2	1	4	World	Temperate	High
372	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Changed_dynamics_of_forest_animal_populations	3	2	2	3	3	1	2	NA	NA	NA	6	1	3	4	4	World	Temperate	High
373	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Increasing_gap_dynamics	1	1	1	1	1	3	2	NA	NA	NA	6	1	4	3	4	World	Temperate	High
374	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Excessive_mire_areas	2	2	3	3	3	1	2	NA	NA	NA	6	1	2	3	4	World	Temperate	High
375	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.2	Disturbance_processes	Shortened_fire_cycle	2	3	2	2	3	2	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
376	RU-FCS	Stress	2.3	Indirect_species_effect	2.3.2	Community_composition	Change_of_wood_species_-_changed_cycles	3	3	4	3	4	2	1	NA	NA	NA	7	2	4	2	3	World	Temperate	High
377	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Change_of_forest_age_distribution_-_less_very_old_trees	3	3	4	3	4	2	1	NA	NA	NA	7	2	2	1	3	World	Temperate	High
378	RU-FCS	Stress	2.2	Species_disturbance	2.2.2	Population_dynamics	Dissociation_of_populations_-_gene_flow	3	3	4	1	4	2	1	NA	NA	NA	7	2	3	4	3	World	Temperate	High
379	RU-FCS	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	4	3	3	4	4	2	1	NA	NA	NA	7	2	2	2	3	World	Temperate	High
380	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changed_frequency_and_intensity_of_floods	1	1	2	2	2	3	2	NA	NA	NA	7	2	3	2	3	World	Temperate	High
381	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Hydric_stress_of_forest_stands	2	2	2	1	2	3	2	NA	NA	NA	7	2	3	2	3	World	Temperate	High
382	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Remineralisation_-_loss_of_fertility	2	1	1	1	2	3	2	NA	NA	NA	7	2	3	3	3	World	Temperate	High
383	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Polluted_water_(surface_and_underground_water)	3	3	4	3	4	1	2	NA	NA	NA	7	2	2	1	3	World	Temperate	High
384	RU-FCS	Stress	2.1	Species_mortality	2.1.1	Loss_of_biodiversity	Loss_of_species_(Vulnerable_species_extinction)	3	2	4	2	4	2	2	NA	NA	NA	8	2	3	3	2	World	Temperate	High
385	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.3	Soil_conditions	Changed_nutrient_return_to_soil_(or_energy_flow?)	1	2	3	2	3	2	3	NA	NA	NA	8	2	2	2	2	World	Temperate	High
386	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Change_of_distribution_area/_area_of_available_habitats	1	2	3	1	3	3	2	NA	NA	NA	8	2	4	3	2	World	Temperate	High
387	RU-FCS	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Frequency_and_area_of_deadfall	1	3	4	1	3	3	2	NA	NA	NA	8	2	3	3	2	World	Temperate	High
388	RU-FCS	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Changed_water_regime	2	3	3	1	3	3	2	NA	NA	NA	8	2	3	2	2	World	Temperate	High
389	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.1	Loss_of_habitat	Loss_of_habitats_(reduced_habitat_diversity)	2	3	4	1	4	3	2	NA	NA	NA	9	3	3	3	1	World	Temperate	High
390	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Reduced_diversity_of_forest_ecosystem_	3	3	4	1	4	3	2	NA	NA	NA	9	3	2	3	1	World	Temperate	High
391	RU-FCS	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Simplification_of_habitats_and_structural_complexity	3	4	4	1	4	3	2	NA	NA	NA	9	3	3	3	1	World	Temperate	High
392	MY-RSP	Stress	1.2	Ecosystem_degradation	1.2.2	Freshwater_hydrological_regimes	Disrupted_flood-pulse_dynamics	3	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	High
393	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Thermal_pollution_from_oil_palm_mills	1	1	1	1	1	2	2	NA	NA	NA	5	1	3	1	7	World	Tropics	High
394	MY-RSP	Stress	2.2	Species_disturbance	2.2.1	Physiology_and_behaviour	Increased_tree_sapling_mortality	2	2	2	3	2	2	2	NA	NA	NA	6	1	1	1	6	World	Tropics	High
395	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.1	Climatic_changes	Deteriorated_air_quality	1	1	1	3	1	2	3	NA	NA	NA	6	1	3	1	6	World	Tropics	High
396	MY-RSP	Stress	1.1	Ecosystem_conversion	1.1.2	Change_of_structure	Decreased_forest_density	3	2	3	1	3	3	1	NA	NA	NA	7	2	3	1	5	World	Tropics	High
397	MY-RSP	Stress	1.3	Indirect_ecosystem_effect	1.3.5	Succession_and_regeneration	Reduced_regeneration_capacity	4	4	3	1	4	2	1	NA	NA	NA	7	2	3	1	5	World	Tropics	High
